Release Year,ID,Name
1958,18813,The Barbarian and the Geisha
1958,18814,The True Story of Lynn Stuart
1958,18815,St. Louis Blues
1958,18817,Crash Landing
1958,18818,Cowboy
1958,18819,Going Steady
1958,18820,The Light in the Forest
1957,18826,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent
1958,18828,Handle with Care
1958,18829,The High Cost of Loving
1958,18830,The Sheepman
1958,18831,Ride a Crooked Trail
1958,18833,Dragstrip Riot
1958,18834,Girl in the Woods
1958,18836,Cattle Empire
1957,18838,I Was a Teenage Frankenstein
1959,18839,Westbound
1957,18842,Legend of the Lost
1958,18843,Ten Days to Tulara
1958,18844,This Angry Age
1958,18846,Flaming Frontier
1993,18847,The Dead Talk Back
1958,18848,Macabre
1958,18849,Fort Massacre
1958,18850,"Cole Younger, Gunfighter"
1958,18852,The Snorkel
1957,18853,The Mark of the Hawk
1958,18854,"Lost, Lonely and Vicious"
1958,18855,Wild Heritage
1958,18856,The Naked Earth
1958,18857,RX for Murder
1958,18858,The Return of Dracula
1958,18859,Rock-a-Bye Baby
1958,18860,Badman's Country
1958,18861,The Cry Baby Killer
1958,18862,Tree's a Crowd
1958,18863,The Lone Ranger and the Lost City of Gold
1958,18864,This Happy Feeling
1958,18865,Attack of the Puppet People
1958,18866,Maracaibo
1958,18867,Vertigo
1958,18868,"Too Much, Too Soon"
1959,18869,Island of Lost Women
1958,18873,Country Music Holiday
1958,18874,The Notorious Mr. Monks
1963,18875,Hothead
1958,18876,The Key
1958,18877,The Mugger
1958,18878,The Rawhide Trail
1958,18880,The Buccaneer
1958,18881,Girls on the Loose
1958,18882,Appointment with a Shadow
1958,18884,Spy in the Sky!
1958,18885,Underwater Warrior
1958,18886,Quantrill's Raiders
1958,18888,Young and Wild
1958,18889,The Colossus of New York
1958,18890,The Space Children
1958,18891,"Another Time, Another Place"
1958,18892,White Wilderness
1958,18893,The Blob
1958,18893,Twilight for the Gods
1958,18894,The Lineup
1958,18896,A Time to Love and a Time to Die
1958,18897,The Proud Rebel
1958,18898,Born Reckless
1958,18898,Thunder Road
1958,18901,Seven Guns to Mesa
1958,18902,Bullwhip
1958,18904,Screaming Mimi
1958,18905,Ghost of the China Sea
1958,18906,Never Love a Stranger
1958,18906,The 7th Voyage of Sinbad
1958,18907,Gunman's Walk
1958,18908,The Case Against Brooklyn
1958,18909,Apache Territory
1958,18910,Me and the Colonel
1958,18913,Love Comes to Magoo
1958,18913,Suicide Battalion
1958,18915,Man or Gun
1958,18916,The Gun Runners
1958,18917,The Law and Jake Wade
1958,18918,Tom Thumb
1957,18921,Count Five and Die
1958,18922,Home Before Dark
1958,18923,The Naked and the Dead
1958,18924,Terror in a Texas Town
1958,18925,The Flame Barrier
1958,18926,Kings Go Forth
1958,18927,Desert Hell
1958,18928,Gang War
1959,18929,Merry Minstrel Magoo
1958,18929,The Lost Missile
1958,18930,"Live Fast, Die Young"
1958,18931,God's Little Acre
1958,18932,The Man Who Died Twice
1959,18933,Bwana Magoo
1959,18934,A Stranger in My Arms
1958,18935,Ten North Frederick
1958,18936,A Nice Little Bank That Should Be Robbed
1959,18937,Counterplot
1958,18938,Machete
1958,18939,King Creole
1958,18940,War of the Satellites
1958,18941,Hell's Five Hours
1959,18941,Trick or Tweet
1958,18942,"Hook, Line and Stinker"
1959,18944,Hare-Abian Nights
1959,18945,China Jones
1958,18946,A Bird in a Bonnet
1959,18947,Baton Bunny
1957,18947,Touché and Go
1959,18948,A Mutt in a Rut
1958,18949,Hip Hip-Hurry!
1958,18950,Pre-Hysterical Hare
1958,18952,Gopher Broke
1959,18953,Apes of Wrath
1959,18954,Hot-Rod and Reel!
1959,18955,The Mouse That Jack Built
1959,18956,Wild and Woolly Hare
1957,18956,Zoom and Bored
1959,18958,Mexicali Shmoes
1959,18959,Backwoods Bunny
1959,18960,Cat's Paw
1959,18961,Tweet and Lovely
1959,18962,Unnatural History
1959,18963,Tokyo After Dark
1958,18964,Unwed Mother
1958,18966,Frankenstein - 1970
1958,18967,Gunsmoke in Tucson
1958,18970,Hong Kong Affair
1959,18971,Never Steal Anything Small
1958,18972,The Big Country
1958,18973,Murder By Contract
1958,18974,The Fearmakers
1958,18976,Attack of the 50 Foot Woman
1958,18977,Indiscreet
1959,18979,The Nun's Story
1958,18980,Tarzan's Fight for Life
1958,18981,Dracula
1958,18982,Run Silent Run Deep
1958,18983,Separate Tables
1958,18984,As Young as We Are
1958,18985,The Defiant Ones
1958,18985,The Whole Truth
1958,18987,The Thing That Couldn't Die
1958,18988,It! The Terror from Beyond Space
1958,18990,Intent to Kill
1958,18991,Machine-Gun Kelly
1958,18992,Let's Rock
1958,18993,Harry Black
1958,18994,The Perfect Furlough
1958,18995,The Two-Headed Spy
1958,18997,Nowhere to Go
1958,18998,Grip of the Strangler
1958,18999,Imitation General
1958,19000,The Tunnel of Love
1958,19001,The Badlanders
1958,19002,High School Confidential!
1958,19004,The Reluctant Debutante
1958,19005,The Bravados
1958,19006,A Certain Smile
1958,19007,The Hunters
1959,19008,The Diary of Anne Frank
1958,19011,Life Begins at 17
1959,19012,The Journey
1958,19013,Enchanted Island
1958,19014,Queen of Outer Space
1959,19015,Darby O'Gill and the Little People
1958,19016,The Black Orchid
1958,19017,Daddy-O
1958,19018,Escort West
1959,19021,Forbidden Island
1958,19022,The Revenge of Frankenstein
1959,19023,House on Haunted Hill
1958,19024,War of the Colossal Beast
1958,19025,Sierra Baron
1958,19026,Hell Squad
1959,19027,The Cosmic Man
1959,19028,Truant Student
1958,19029,Jittery Jester
1958,19030,Hot Car Girl
1958,19031,Buchanan Rides Alone
1959,19032,King of the Wild Stallions
1958,19033,Auntie Mame
1959,19034,Rio Bravo
1958,19035,Damn Yankees!
1958,19036,The Fly
1958,19037,The Inn of the Sixth Happiness
1958,19039,The Fiend Who Walked the West
1959,19041,Tomcat Combat
1959,19042,Born to Be Loved
1958,19043,Tank Battalion
1958,19044,The Bonnie Parker Story
1958,19045,The Brain Eaters
1958,19046,Cat on a Hot Tin Roof
1958,19047,Party Girl
1958,19048,Torpedo Run
1959,19049,"The World, the Flesh and the Devil"
1958,19050,I Married a Monster from Outer Space
1960,19051,The Pusher
1959,19052,City of Fear
1958,19053,Villa!!
1958,19055,Hong Kong Confidential
1958,19056,Curse of the Faceless Man
1958,19057,Man of the West
1959,19058,Gunmen from Laredo
1958,19060,Hot Rod Gang
1959,19061,Last Train from Gun Hill
1959,19061,The Bandit of Zhobe
1959,19062,Sleeping Beauty
1958,19063,High School Hellcats
1958,19065,The Doctor's Dilemma
1958,19066,How to Make a Monster
1958,19067,The Party Crashers
1958,19068,The Man Inside
1958,19069,Legion of the Doomed
1959,19070,Log Jammed
1958,19071,Monster on the Campus
1958,19072,Bell Book and Candle
1958,19073,The Littlest Hobo
1959,19075,Lone Texan
1959,19076,Bee Bopped
1958,19077,Little Televillain
1959,19077,Yukon Have It
1958,19078,New Orleans After Dark
1958,19079,Terror from the Year 5000
1959,19081,Verboten!
1958,19082,Wind Across the Everglades
1959,19083,Behemoth the Sea Monster
1958,19084,No Place to Land
1958,19086,The Last Hurrah
1958,19087,Frontier Gun
1958,19088,Teenage Cave Man
1958,19089,Andy Hardy Comes Home
1958,19090,The Geisha Boy
1958,19092,Night of the Blood Beast
1958,19093,Wolf Larsen
1959,19094,Terror Faces Magoo
1958,19097,Frankenstein's Daughter
1958,19099,Step Down to Terror
1958,19103,Missile to the Moon
1959,19104,Anna Lucasta
1959,19105,The Young Captives
1959,19106,These Thousand Hills
1959,19107,The Remarkable Mr. Pennypacker
1958,19108,"Rally 'Round the Flag, Boys!"
1958,19109,In Love and War
1958,19110,The Son of Robin Hood
1959,19111,"Guns, Girls, and Gangsters"
1960,19112,Natchez Trace
1958,19113,Tarawa Beachhead
1958,19115,Joy Ride
1958,19116,The Screaming Skull
1959,19118,High School Big Shot
1959,19119,Panhandle Scandal
1959,19121,Thunder in the Sun
1959,19122,Watusi
1958,19123,La Tempesta
1958,19124,Dust in the Sun
1959,19124,Plunderers of Painted Flats
1959,19125,Third Man on the Mountain
1959,19126,The Shaggy Dog
1958,19127,Tonka
1959,19128,The Last Blitzkrieg
1958,19129,Earth vs. the Spider
1958,19130,Mardi Gras
1959,19132,Timbuktu
1959,19133,The Rabbit Trap
1959,19135,Green Mansions
1959,19136,That Kind of Woman
1959,19138,The Hanging Tree
1959,19139,Up Periscope
1959,19140,The FBI Story
1959,19141,The Miracle
1959,19142,Don't Give Up the Ship
1958,19142,I Want to Live!
1959,19143,The Trap
1959,19144,Speed Crazy
1958,19145,Blood of the Vampire
1958,19146,Further Up the Creek
1958,19146,Revolt in the Big House
1958,19147,The Sheriff of Fractured Jaw
1959,19150,Good Day for a Hanging
1959,19150,The Angry Hills
1959,19151,The Tee Bird
1958,19153,I Mobster
1958,19154,Some Came Running
1959,19155,Count Your Blessings
1959,19156,North by Northwest
1959,19157,Riot in Juvenile Prison
1959,19158,Ben-Hur
1959,19159,The Angry Hills
1959,19160,The Scapegoat
1959,19161,Night of the Quarter Moon
1959,19162,Arson for Hire
1959,19163,The Man in the Net
1959,19164,For the First Time
1958,19165,Johnny Rocco
1958,19167,The Wild Women of Wongo
1958,19168,From the Earth to the Moon
1959,19169,Cry Tough
1959,19170,Woodpecker in the Moon
1958,19171,Senior Prom
1959,19172,Ride Lonesome
1959,19173,They Came to Cordura
1959,19174,Gidget
1959,19175,Juke Box Rhythm
1959,19176,No Name on the Bullet
1960,19177,Gunfighters of Abilene
1959,19178,Take a Giant Step
1960,19179,When Comedy Was King
1959,19180,The Hangman
1959,19182,Magoo's Lodge Brother
1959,19184,Imitation of Life
1959,19185,Face of Fire
1959,19186,The Five Pennies
1959,19187,Alias Jesse James
1959,19188,It Happened to Jane
1959,19189,Romp in a Swamp
1959,19190,Space Mouse
1959,19191,The Last Mile
1959,19192,The Mating Game
1959,19193,The Sound and the Fury
1959,19194,Compulsion
1959,19195,Warlock
1959,19196,The Beat Generation
1959,19197,Alaska Passage
1959,19198,The Young Philadelphians
1959,19199,Paratroop Command
1959,19200,"Crime & Punishment, USA"
1959,19201,Operation Dames
1959,19202,Attack of the Giant Leeches
1959,19203,Shake Hands with the Devil
1958,19204,Submarine Seahawk
1959,19205,The Mouse That Roared
1959,19206,A Broken Leghorn
1959,19207,This Earth Is Mine
1959,19209,Little Savage
1959,19210,The Wild and the Innocent
1959,19212,Pork Chop Hill
1959,19213,The Hound of the Baskervilles
1959,19215,Ask Any Girl
1959,19216,Al Capone
1959,19217,Face of a Fugitive
1959,19218,Hey Boy! Hey Girl!
1958,19219,The Naked Maja
1959,19222,First Man into Space
1959,19223,John Paul Jones
1959,19224,The Four Skulls of Jonathan Drake
1959,19225,Battle Flame
1959,19226,The Sad Horse
1959,19228,Horrors of the Black Museum
1959,19229,The Headless Ghost
1959,19230,Curse of the Undead
1959,19230,Pillow Talk
1958,19231,Bijo to Ekitainingen
1959,19232,The Wasp Woman
1959,19233,Say One for Me
1959,19234,The Mating Urge
1959,19235,Ten Seconds to Hell
1959,19236,A Hole in the Head
1959,19237,The Man Who Understood Women
1959,19238,Woman Obsessed
1959,19239,Holiday for Lovers
1959,19241,Invisible Invaders
1959,19244,The Horse Soldiers
1960,19245,The Unforgiven
1959,19246,Cast a Long Shadow
1959,19247,The Jayhawkers!
1959,19248,Teenagers from Outer Space
1959,19250,Beyond This Place
1959,19251,4D Man
1959,19252,Bonanza Bunny
1959,19253,Wild About Hurry
1959,19254,A Witch's Tangled Hare
1959,19256,People Are Bunny
1960,19257,Fastest with the Mostest
1960,19258,West of the Pesos
1960,19259,Horse Hare
1960,19260,Wild Wild World
1960,19261,Goldimouse and the Three Cats
1959,19262,"Go, Johnny, Go!"
1960,19263,Date Bait
1959,19263,The Big Operator
1959,19266,Day of the Outlaw
1959,19267,Roadracers
1959,19268,"Here Today, Gone Tamale"
1960,19270,Crockett-Doodle-Do
1960,19271,"Ready, Woolen and Able"
1959,19272,Louisiana Hussy
1959,19273,The 30 Foot Bride of Candy Rock
1959,19274,The Last Angry Man
1959,19275,Night of the Ghouls
1959,19276,The Man Who Could Cheat Death
1960,19277,The Leech Woman
1959,19278,How to Have an Accident at Work
1959,19281,Some Like It Hot
1959,19282,The Devil's Disciple
1959,19283,The Rebel Set
1959,19284,Tarzan's Greatest Adventure
1959,19288,Teenagers from Outer Space
1960,19290,"Once More, with Feeling!"
1959,19291,But Not for Me
1959,19293,Middle of the Night
1959,19294,Anatomy of a Murder
1960,19295,Five Bold Women
1959,19296,Bobbikins
1959,19297,Porgy and Bess
1959,19299,Never So Few
1959,19300,It Started with a Kiss
1959,19304,"Pier 5, Havana"
1960,19305,Heller in Pink Tights
1959,19306,The Big Circus
1959,19307,Mouse Trapped
1959,19308,Here Come the Jets
1959,19309,Kiddie League
1959,19310,Solomon and Sheba
1959,19311,The Killer Shrews
1959,19314,"Tarzan, the Ape Man"
1959,19316,Yesterday's Enemy
1959,19318,Noah's Ark
1960,19318,The Bramble Bush
1959,19319,Yellowstone Kelly
1959,19320,Our Man in Havana
1959,19320,Pillow Talk
1959,19322,Girls Town
1958,19323,Escapement
1959,19324,A Summer Place
1960,19325,Home from the Hill
1959,19326,The Wreck of the Mary Deare
1959,19329,The Giant Gila Monster
1959,19330,Career
1959,19331,Return of the Fly
1960,19332,"Toby Tyler, or Ten Weeks with a Circus"
1959,19333,The Miracle of the Hills
1959,19335,The Blue Angel
1959,19336,A Private's Affair
1959,19337,The Legend of Tom Dooley
1959,19340,The Mummy
1959,19341,The Big Fisherman
1959,19342,Inside the Mafia
1960,19342,Three Came to Kill
1960,19343,Billion Dollar Boner
1959,19344,The Best of Everything
1959,19345,Operation Petticoat
1960,19346,Pistol Packin' Woodpecker
1959,19347,1001 arabian nights
1959,19349,The Crimson Kimono
1960,19350,Heap Big Hepcat
1959,19351,"Zorro, the Avenger"
1959,19352,The Alligator People
1960,19353,Sink the Bismarck!
1959,19354,Libel
1959,19356,Battle of the Coral Sea
1960,19357,Islands of the Sea
1960,19358,Ballyhooey
1960,19359,The Big Night
1959,19360,Li'l Abner
1960,19361,The Last Voyage
1959,19362,Diary of a High School Bride
1959,19363,The Bat
1959,19364,Surrender - Hell!
1959,19365,The Wonderful Country
1959,19366,The Ugly Duckling
1959,19367,Have Rocket -- Will Travel
1959,19368,The Tingler
1959,19369,A Bucket of Blood
1960,19370,Cash McCall
1959,19371,Odds Against Tomorrow
1959,19372,On the Beach
1960,19373,Visit to a Small Planet
1960,19375,Who Scent You?
1959,19377,Jack the Ripper
1960,19378,Rabbit's Feat
1960,19379,Mouse and Garden
1960,19380,Mice Follies
1960,19381,The Dixie Fryer
1961,19382,Cannery Woe
1961,19383,The Mouse on 57th Street
1960,19384,The Gallant Hours
1960,19385,Pollyanna
1959,19386,Ghost of Dragstrip Hollow
1959,19387,The Flying Fontaines
1959,19388,Look Back in Anger (I)
1959,19390,The Oregon Trail
1959,19391,Edge of Eternity
1960,19392,The Time Machine
1959,19394,A Dog's Best Friend
1960,19396,How to Stuff a Woodpecker
1960,19397,Bats in the Belfry
1959,19398,Sapphire
1960,19399,Fish Hooked
1960,19400,Ozark Lark
1960,19402,Jazz Boat
1959,19404,The House of the Seven Hawks
1960,19405,Freeloading Feline
1959,19407,Five Gates to Hell
1958,19408,The Horse's Mouth
1959,19409,"Suddenly, Last Summer"
1960,19411,This Rebel Breed
1960,19412,Vice Raid
1960,19413,Sergeant Rutledge
1960,19414,Ice Palace
1960,19415,Tall Story
1960,19416,Hunger Strife
1960,19417,High School Caesar
1960,19420,"My Dog, Buddy"
1960,19421,Please Don't Eat the Daisies
1959,19422,The Gazebo
1958,19423,Carry On Sergeant
1959,19423,The Atomic Submarine
1959,19424,Blood and Steel
1960,19425,The Private Lives of Adam and Eve
1960,19427,Comanche Station
1959,19429,Journey to the Center of the Earth
1959,19430,Beloved Infidel
1959,19431,Hound-Dog Man
1960,19432,Seven Thieves
1960,19433,12 to the Moon
1958,19437,Lonelyhearts
1959,19439,-30-
1960,19441,Oklahoma Territory
1960,19442,A Dog of Flanders
1962,19442,The Jet Cage
1960,19443,Crack in the Mirror
1959,19445,The Navy Lark
1957,19447,Snezhnaya koroleva
1960,19448,The Subterraneans
1960,19449,Tormented
1959,19451,The Rookie
1960,19452,The Mountain Road
1960,19453,Noose for a Gunman
1959,19454,Jungle Cat
1959,19456,Happy Anniversary
1959,19458,Wolf Hounded
1959,19459,Little Bo Bopped
1960,19460,Who Was That Lady?
1960,19461,The Adventures of Huckleberry Finn
1960,19462,Platinum High School
1960,19463,Bells Are Ringing
1960,19464,It Started in Naples
1960,19465,A Breath of Scandal
1959,19466,The Gene Krupa Story
1960,19467,Hell Bent for Leather
1962,19468,The Creation of the Humanoids
1959,19468,The Fugitive Kind
1960,19469,Raymie
1959,19470,La Legge
1959,19470,The Purple Gang
1961,19471,The Sins of Rachel Cade
1960,19473,The 3rd Voice
1960,19474,Three Came to Kill
1960,19475,The Day They Robbed the Bank of England
1960,19477,CinderFella
1959,19478,A Touch of Larceny
1960,19479,5 Branded Women
1959,19481,Blind Date
1960,19483,Four Fast Guns
1960,19485,The Hypnotic Eye
1960,19486,Bluebeard's Ten Honeymoons
1960,19487,Because They're Young
1960,19488,Song Without End
1960,19489,The Millionairess
1960,19490,The Rat Race
1960,19491,Man on a String
1960,19492,Kidnapped
1959,19493,The Story on Page One
1960,19495,Wake Me When It's Over
1960,19496,Too Soon to Love
1961,19497,Gorgo
1960,19498,High Note
1960,19499,Inherit the Wind
1960,19502,The Music Box Kid
1960,19503,The Lost World
1960,19504,The Rise and Fall of Legs Diamond
1960,19505,The Crowded Sky
1960,19506,The Sundowners
1960,19508,Surprise Package
1960,19509,The Crowning Experience
1960,19510,Cimarron
1960,19511,The Angel Wore Red
1960,19511,Valley of the Redwoods
1960,19514,Key Witness
1960,19515,All the Fine Young Cannibals
1960,19516,Tale of a Wolf
1960,19517,Young Jesse James
1960,19518,I Passed for White
1960,19519,Never Take Sweets from a Stranger
1960,19520,Sotto dieci bandiere
1960,19521,Village of the Damned
1960,19522,The Threat
1960,19525,Pay or Die
1960,19527,Lighter Than Hare
1961,19528,The Abominable Snow Rabbit
1960,19529,Trip for Tat
1960,19530,From Hare to Heir
1960,19531,Hopalong Casualty
1961,19531,Strangled Eggs
1960,19533,Dog Gone People
1961,19534,A Scent of the Matterhorn
1961,19535,Hoppy Daze
1961,19536,Birds of a Father
1961,19536,Zip 'N Snort
1961,19538,D' Fightin' Ones
1961,19539,Taste of Fear
1961,19539,The Rebel Without Claws
1962,19540,Martian Through Georgia
1959,19544,The 39 Steps
1960,19552,Wild River
1959,19554,The Angry Red Planet
1960,19555,The Enemy General
1960,19556,The 3 Worlds of Gulliver
1960,19561,Walk Like a Dragon
1960,19562,The Boy and the Pirates
1960,19563,The Brides of Dracula
1960,19564,Psycho
1960,19566,School for Scoundrels
1960,19570,Sex Kittens Go to College
1960,19571,A Terrible Beauty
1960,19572,Wernher von Braun
1960,19575,The Story of Ruth
1960,19576,Let's Make Love
1960,19577,From the Terrace
1960,19578,High Time
1961,19579,Rough and Tumble-Weed
1961,19581,Pit and the Pendulum
1960,19581,The Boy Who Stole a Million
1960,19582,Twelve Hours to Kill
1960,19584,Fowled Up Falcon
1960,19585,Pretty Boy Floyd
1959,19586,La Battaglia di Maratona
1960,19587,Southern Fried Hospitality
1961,19588,Go Naked in the World
1960,19589,BUtterfield 8
1960,19590,Sons and Lovers
1960,19591,Strangers When We Meet
1960,19593,Elmer Gantry
1960,19594,The Bellboy
1960,19595,Let No Man Write My Epitaph
1960,19597,House of Usher
1960,19598,For the Love of Mike
1960,19600,Tarzan the Magnificent
1961,19601,Daffy's Inn Trouble
1962,19602,A Sheep in the Deep
1961,19603,What's My Lion?
1962,19604,Good Noose
1962,19606,Fish and Slips
1962,19607,Wet Hare
1961,19608,The Last Hungry Cat
1962,19609,Mother Was a Rooster
1960,19611,Exodus
1960,19612,The Dark at the Top of the Stairs
1960,19613,Ocean's Eleven
1960,19614,Why Must I Die?
1960,19616,September Storm
1958,19618,Ice-Cold in Alex
1961,19619,Compressed Hare
1961,19620,Nelly's Folly
1960,19621,The World of Suzie Wong
1960,19622,Portrait in Black
1960,19623,Spartacus
1960,19624,Heroes Die Young
1960,19625,All the Young Men
1960,19626,College Confidential
1960,19628,The High Powered Rifle
1960,19629,Dinosaurus!
1960,19630,13 Ghosts
1960,19631,Ten Who Dared
1961,19631,The Canadians
1960,19632,Swiss Family Robinson
1961,19633,Poop Deck Pirate
1960,19635,The Alamo
1960,19638,Studs Lonigan
1961,19640,Eggnapper
1960,19641,One Foot in Hell
1960,19642,The Hound That Thought He Was a Raccoon
1960,19643,Hell Is a City
1960,19644,Chartroose Caboose
1960,19645,Stop! Look! and Laugh!
1961,19646,The Bird Who Came to Dinner
1961,19646,The Parent Trap
1960,19647,The Apartment
1961,19648,Papoose on the Loose
1960,19652,Sunrise at Campobello
1961,19653,Parrish
1961,19655,Gabby's Diner
1960,19660,G.I. Blues
1960,19665,Cage of Evil
1960,19668,The Magnificent Seven
1960,19669,The Millionairess
1961,19673,Clash and Carry
1960,19674,The Grass Is Greener
1960,19675,Hell to Eternity
1960,19676,Midnight Lace
1960,19677,Seven Ways from Sundown
1961,19680,The AbsentMinded Professor
1960,19680,The Full Treatment
1961,19681,Bear and the Bees
1961,19682,Sufferin' Cats
1961,19685,Fanny
1961,19686,Franken-stymied
1960,19695,Walk Tall
1961,19698,The Great Impostor
1960,19699,Freckles
1961,19701,Gold of the Seven Saints
1960,19702,Desire in the Dust
1960,19704,Where the Boys Are
1961,19705,"Atlantis, the Lost Continent"
1961,19707,The Green Helmet
1961,19710,Mississippi Slow Boat
1961,19711,Busman's Holiday
1961,19712,King of Kings
1961,19718,The Police Dog Story
1960,19720,Squad Car
1960,19722,The Wackiest Ship in the Army
1960,19724,North to Alaska
1961,19725,The Marriage-Go-Round
1961,19726,Swingin' Along
1960,19728,The Wizard of Baghdad
1960,19729,Flaming Star
1961,19731,Cry for Happy
1960,19732,The Plunderers
1961,19733,The Last Sunset
1960,19739,Cone of Silence
1960,19742,Esther and the King
1961,19743,The Secret Partner
1961,19744,I tartari
1961,19745,The Secret Partner
1960,19746,The Facts of Life
1960,19753,Girl of the Night
1963,19756,Cleopatra
1961,19759,Tricky Trout
1960,19761,Tess of the Storm Country
1963,19762,The Million Hare
1962,19765,The Slick Chick
1960,19767,Pepe
1961,19770,Ring of Fire
1961,19772,The Pied Piper of Guadalupe
1964,19773,Señorella and the Glass Huarache
1962,19774,Crow's Feat
1962,19775,Mexican Boarders
1961,19782,Woody's Kook-Out
1961,19783,Case of the Red-Eyed Ruby
1961,19785,Phantom of the Horse Opera
1961,19788,The Little Shepherd of Kingdom Come
1962,19789,Jack the Giant Killer
1961,19791,Two Loves
1961,19792,Paris Blues
1962,19794,Mutiny on the Bounty
1962,19795,The 4 Horsemen of the Apocalypse
1961,19797,The Outsider
1960,19798,The Horse with the Flying Tail
1959,19804,The Rough and the Smooth
1962,19805,Madison Avenue
1961,19806,The Right Approach
1961,19807,Wild in the Country
1961,19809,All Hands on Deck
1960,19811,Morgan il pirata
1961,19812,A Raisin in the Sun
1961,19818,Susan Slade
1961,19819,Greyfriars Bobby: The True Story of a Dog
1961,19821,The Mark
1961,19822,The Steel Claw
1961,19825,Posse from Hell
1961,19826,Come September
1961,19832,The Secret Ways
1961,19835,Breakfast at Tiffany's
1961,19843,Five Golden Hours
1961,19847,Return to Peyton Place
1961,19849,The Misfits
1961,19853,Splendor in the Grass
1961,19854,Armored Command
1961,19856,The Ladies Man
1962,19859,Louvre Come Back to Me!
1961,19860,Lickety-Splat
1962,19861,Zoom at the Top
1961,19862,Beep Prepared
1963,19863,To Beep or Not to Beep
1962,19864,Bill of Hare
1962,19865,Quackodile Tears
1961,19869,Ada
1961,19874,Summer and Smoke
1963,19884,Fast Buck Duck
1961,19888,Voyage to the Bottom of the Sea
1961,19891,The Last Time I Saw Archie
1961,19897,Francis of Assisi
1961,19898,By Love Possessed
1962,19899,Rock-a-Bye Gator
1961,19901,Tin Can Concert
1962,19902,Home Sweet Home Wrecker
1958,19903,The Decks Ran Red
1962,19903,The Music Man
1961,19904,The Guns of Navarone
1961,19906,A Majority of One
1961,19907,Doc's Last Stand
1962,19908,The Magic Sword
1962,19914,Honey's Money
1963,19915,Banty Raids
1963,19916,Mexican Cat Dance
1962,19917,Room and Bored
1961,19918,Mackerel Moocher
1961,19919,Angel Baby
1962,19920,The Counterfeit Traitor
1961,19927,Lover Come Back
1961,19928,Two Rode Together
1961,19930,Judgment at Nuremberg
1961,19933,Back Street
1961,19933,The Deadly Companions
1962,19935,Merrill's Marauders
1962,19936,The 300 Spartans
1962,19937,Pest of Show
1962,19938,Fowled-Up Birthday
1961,19940,Battle at Bloody Beach
1963,19941,I Was a Teenage Thumb
1963,19943,Woolen Under Where
1962,19945,Phoney Express
1961,19949,West Side Story
1962,19951,Crowin' Pains
1962,19952,Tragic Magic
1962,19953,Careless Caretaker
1962,19954,Punch Pooch
1961,19955,The Honeymoon Machine
1961,19956,A Thunder of Drums
1961,19961,Town Without Pity
1961,19964,The Devil at 4 O'Clock
1961,19968,Cash on Demand
1962,19970,Rocket Racket
1962,19971,Mother's Little Helper
1962,19972,Little Woody Riding Hood
1962,19973,Hyde and Sneak
1961,19974,Voo-Doo Boo-Boo
1962,19983,The Broken Land
1961,19991,Mr. Sardonicus
1962,19993,My Geisha
1963,19995,Aqua Duck
1961,19996,The Flight That Disappeared
1962,19997,Beauty and the Beast
1962,19998,Fish and Chips
1962,19999,Hatari!
1962,20000,Lolita
1961,20004,Child Sock-Cology
1962,20005,Corny Concerto
1963,20008,Case of the Cold Storage Yegg
1961,20012,El Cid
1953,20017,The Moon Is Blue
1961,20018,Barabba
1962,20019,Tender Is the Night
1961,20020,The Comancheros
1962,20022,Walk on the Wild Side
1962,20023,Sweet Bird of Youth
1961,20029,Pocketful of Miracles
1961,20034,The Mask
1962,20037,Lonely Are the Brave
1962,20038,Cape Fear
1962,20039,Geronimo
1962,20040,Hell Is for Heroes
1962,20041,Escape from Zahrain
1963,20052,Coming Out Party
1963,20056,The Old Dark House
1962,20064,Taras Bulba
1962,20067,Robin Hoody Woody
1961,20068,The Hustler
1963,20072,Hare-Breadth Hurry
1963,20073,The Unmentionables
1963,20074,Chili Weather
1963,20075,Devil's Feud Cake
1962,20078,Advise & Consent
1963,20089,Shutter Bug
1962,20094,Satan Never Sleeps
1963,20096,Coy Decoy
1963,20097,Charlie's Mother-in-Law
1962,20103,La Congiura dei dieci
1967,20103,The Mouse from H.U.N.G.E.R.
1962,20104,That Touch of Mink
1961,20106,"One, Two, Three"
1961,20107,The Children's Hour
1962,20110,Lawrence of Arabia
1962,20115,Follow That Dream
1962,20116,The Road to Hong Kong
1962,20125,Rome Adventure
1962,20127,The Bashful Elephant
1962,20128,The Man Who Shot Liberty Valance
1962,20134,Hemingway's Adventures of a Young Man
1963,20135,Stowaway Woody
1963,20137,Hi-Seas Hi-Jacker
1962,20138,The War Lover
1963,20139,Jason and the Argonauts
1962,20152,Birdman of Alcatraz
1963,20153,Greedy Gabby Gator
1963,20155,Salmon Loafer
1963,20159,The Tenant's Racket
1963,20160,Pesky Pelican
1964,20161,Nuts and Volts
1964,20162,A Message to Gracias
1963,20167,Son of Flubber
1962,20168,The Pigeon That Took Rome
1962,20169,The Legend of Lobo
1963,20178,Transylvania 6-5000
1962,20179,The Cabinet of Caligari
1962,20180,Kid Galahad
1962,20181,Requiem for a Heavyweight
1962,20183,Ride the High Country
1962,20189,Mr. Hobbs Takes a Vacation
1960,20190,The Proper Time
1962,20193,Billy Rose's Jumbo
